Team1,Team2,Ground,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,year,Day,Victory
India,England,Nottingham,India,England,Away,Home,Second,First,1990,Friday,batting second
India,Australia,Perth,India,Australia,Away,Home,First,Second,1991,Sunday,batting first
India,Australia,Hobart,Australia,Australia,Away,Home,First,Second,1991,Tuesday,batting second
India,Australia,Adelaide,Australia,Australia,Away,Home,First,Second,1991,Sunday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,1992,Tuesday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,Second,First,1992,Saturday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,1992,Monday,batting first
India,England,Perth,England,Australia,Neutral,Neutral,Second,First,1992,Saturday,batting first
India,Australia,Brisbane,Australia,Australia,Away,Home,Second,First,1992,Sunday,batting first
India,New Zealand,Dunedin,New Zealand,New Zealand,Away,Home,First,Second,1992,Thursday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,1992,Sunday,batting first
India,South Africa,Cape Town,South Africa,South Africa,Away,Home,First,Second,1992,Monday,batting second
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,First,Second,1992,Wednesday,batting second
India,South Africa,Centurion,India,South Africa,Away,Home,Second,First,1992,Friday,batting second
India,South Africa,Johannesburg,South Africa,South Africa,Away,Home,First,Second,1992,Sunday,batting second
India,South Africa,Bloemfontein,South Africa,South Africa,Away,Home,First,Second,1992,Tuesday,batting second
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,1992,Thursday,batting first
India,South Africa,East London,India,South Africa,Away,Home,Second,First,1992,Saturday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,1993,Sunday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1993,Thursday,batting first
India,Sri Lanka,Moratuwa,Sri Lanka,Sri Lanka,Away,Home,First,Second,1993,Saturday,batting second
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,Second,First,1994,Friday,batting first
India,New Zealand,Auckland,India,New Zealand,Away,Home,Second,First,1994,Sunday,batting second
India,New Zealand,Wellington,India,New Zealand,Away,Home,First,Second,1994,Wednesday,batting first
India,New Zealand,Christchurch,New Zealand,New Zealand,Away,Home,First,Second,1994,Saturday,batting second
India,U.A.E.,Sharjah,India,U.A.E.,Away,Home,First,Second,1994,Wednesday,batting first
India,Australia,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1994,Tuesday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1994,Monday,batting second
India,Australia,Colombo,India,Sri Lanka,Neutral,Neutral,First,Second,1994,Friday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,1994,Saturday,batting second
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,First,Second,1995,Thursday,batting second
India,Australia,Dunedin,India,New Zealand,Neutral,Neutral,Second,First,1995,Wednesday,batting second
India,Bangladesh,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1995,Wednesday,batting second
India,England,Leeds,England,England,Away,Home,First,Second,1996,Saturday,batting second
India,England,Manchester,England,England,Away,Home,First,Second,1996,Sunday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1996,Wednesday,batting second
India,Australia,Colombo,Australia,Sri Lanka,Neutral,Neutral,First,Second,1996,Friday,batting second
India,South Africa,Bloemfontein,South Africa,South Africa,Away,Home,Second,First,1997,Thursday,batting first
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,First,Second,1997,Sunday,batting second
India,South Africa,East London,South Africa,South Africa,Away,Home,First,Second,1997,Tuesday,batting second
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,1997,Thursday,batting first
India,Zimbabwe,Bulawayo,Zimbabwe,Zimbabwe,Away,Home,First,Second,1997,Saturday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,First,Second,1997,Saturday,batting second
India,West Indies,Port of Spain,India,West Indies,Away,Home,Second,First,1997,Sunday,batting second
India,West Indies,Kingstown,West Indies,West Indies,Away,Home,Second,First,1997,Wednesday,batting first
India,West Indies,Bridgetown,West Indies,West Indies,Away,Home,First,Second,1997,Saturday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1997,Friday,batting second
India,Bangladesh,Colombo,India,Sri Lanka,Neutral,Neutral,Second,First,1997,Thursday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1997,Saturday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1997,Sunday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1997,Wednesday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1997,Sunday,batting first
India,Pakistan,Hyderabad,Pakistan,India,Home,Away,First,Second,1997,Sunday,batting second
India,Pakistan,Karachi,India,Pakistan,Away,Home,Second,First,1997,Tuesday,batting second
India,Pakistan,Lahore,Pakistan,Pakistan,Away,Home,First,Second,1997,Thursday,batting second
India,England,Sharjah,England,U.A.E.,Neutral,Neutral,Second,First,1997,Thursday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,1998,Saturday,batting second
India,Australia,Sharjah,Australia,U.A.E.,Neutral,Neutral,Second,First,1998,Sunday,batting first
India,Australia,Sharjah,Australia,U.A.E.,Neutral,Neutral,Second,First,1998,Wednesday,batting first
India,Australia,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1998,Friday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,1998,Friday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1998,Wednesday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,1998,Tuesday,batting first
India,Zimbabwe,Bulawayo,India,Zimbabwe,Away,Home,Second,First,1998,Saturday,batting second
India,Zimbabwe,Bulawayo,India,Zimbabwe,Away,Home,Second,First,1998,Sunday,batting second
India,Zimbabwe,Harare,Zimbabwe,Zimbabwe,Away,Home,Second,First,1998,Wednesday,batting first
India,Australia,Dhaka,India,Bangladesh,Neutral,Neutral,First,Second,1998,Wednesday,batting first
India,New Zealand,Taupo,New Zealand,New Zealand,Away,Home,First,Second,1999,Saturday,batting second
India,New Zealand,Napier,India,New Zealand,Away,Home,Second,First,1999,Tuesday,batting second
India,New Zealand,Auckland,India,New Zealand,Away,Home,Second,First,1999,Saturday,batting second
India,New Zealand,Christchurch,New Zealand,New Zealand,Away,Home,Second,First,1999,Tuesday,batting first
India,England,Sharjah,India,U.A.E.,Neutral,Neutral,First,Second,1999,Friday,batting first
India,England,Sharjah,India,U.A.E.,Neutral,Neutral,First,Second,1999,Sunday,batting first
India,England,Birmingham,India,England,Away,Home,First,Second,1999,Saturday,batting first
India,Australia,The Oval,Australia,England,Neutral,Neutral,Second,First,1999,Friday,batting first
India,Australia,Galle,Australia,Sri Lanka,Neutral,Neutral,First,Second,1999,Monday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1999,Wednesday,batting second
India,Australia,Colombo,Australia,Sri Lanka,Neutral,Neutral,Second,First,1999,Saturday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,1999,Sunday,batting first
India,Kenya,Nairobi,India,Kenya,Away,Home,First,Second,1999,Wednesday,batting first
India,Australia,Melbourne,Australia,Australia,Away,Home,Second,First,2000,Wednesday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,2000,Friday,batting second
India,Australia,Adelaide,Australia,Australia,Away,Home,Second,First,2000,Wednesday,batting first
India,Australia,Perth,Australia,Australia,Away,Home,First,Second,2000,Sunday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2000,Tuesday,batting second
India,Kenya,Nairobi,India,Kenya,Away,Home,Second,First,2000,Tuesday,batting second
India,Australia,Nairobi,India,Kenya,Neutral,Neutral,First,Second,2000,Saturday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2001,Sunday,batting second
India,Zimbabwe,Bulawayo,India,Zimbabwe,Away,Home,Second,First,2001,Wednesday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2001,Sunday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,2001,Saturday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2001,Wednesday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2001,Sunday,batting first
India,South Africa,Johannesburg,South Africa,South Africa,Away,Home,First,Second,2001,Friday,batting second
India,South Africa,Centurion,India,South Africa,Away,Home,First,Second,2001,Wednesday,batting first
India,South Africa,East London,South Africa,South Africa,Away,Home,Second,First,2001,Friday,batting first
India,South Africa,Durban,South Africa,South Africa,Away,Home,First,Second,2001,Friday,batting second
India,West Indies,Bridgetown,India,West Indies,Away,Home,Second,First,2002,Wednesday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,First,Second,2002,Saturday,batting second
India,West Indies,Port of Spain,India,West Indies,Away,Home,First,Second,2002,Sunday,batting first
India,England,Lord's,India,England,Away,Home,Second,First,2002,Saturday,batting second
India,England,The Oval,England,England,Away,Home,Second,First,2002,Tuesday,batting first
India,England,Lord's,India,England,Away,Home,Second,First,2002,Saturday,batting second
India,England,Colombo,India,Sri Lanka,Neutral,Neutral,Second,First,2002,Sunday,batting second
India,New Zealand,Auckland,New Zealand,New Zealand,Away,Home,First,Second,2002,Thursday,batting second
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,Second,First,2002,Sunday,batting first
India,New Zealand,Christchurch,New Zealand,New Zealand,Away,Home,First,Second,2003,Wednesday,batting second
India,New Zealand,Queenstown,New Zealand,New Zealand,Away,Home,First,Second,2003,Saturday,batting second
India,New Zealand,Wellington,India,New Zealand,Away,Home,Second,First,2003,Wednesday,batting second
India,New Zealand,Auckland,India,New Zealand,Away,Home,Second,First,2003,Saturday,batting first
India,New Zealand,Hamilton,New Zealand,New Zealand,Away,Home,First,Second,2003,Tuesday,batting second
India,Australia,Centurion,Australia,South Africa,Neutral,Neutral,First,Second,2003,Saturday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2003,Wednesday,batting first
India,England,Durban,India,South Africa,Neutral,Neutral,First,Second,2003,Wednesday,batting first
India,Australia,Johannesburg,Australia,South Africa,Neutral,Neutral,Second,First,2003,Sunday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2003,Friday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2003,Wednesday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,Second,First,2004,Friday,batting first
India,Australia,Brisbane,India,Australia,Away,Home,First,Second,2004,Sunday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,2004,Thursday,batting second
India,Australia,Perth,Australia,Australia,Away,Home,First,Second,2004,Sunday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,First,Second,2004,Friday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,2004,Sunday,batting first
India,Pakistan,Karachi,India,Pakistan,Away,Home,First,Second,2004,Saturday,batting first
India,Pakistan,Rawalpindi,Pakistan,Pakistan,Away,Home,Second,First,2004,Tuesday,batting first
India,Pakistan,Peshawar,Pakistan,Pakistan,Away,Home,First,Second,2004,Friday,batting second
India,Pakistan,Lahore,India,Pakistan,Away,Home,Second,First,2004,Sunday,batting second
India,Pakistan,Lahore,India,Pakistan,Away,Home,First,Second,2004,Wednesday,batting first
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,Second,First,2004,Sunday,batting first
India,Bangladesh,Colombo,India,Sri Lanka,Neutral,Neutral,Second,First,2004,Wednesday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2004,Tuesday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2004,Sunday,batting first
India,England,Nottingham,England,England,Away,Home,First,Second,2004,Wednesday,batting second
India,England,The Oval,England,England,Away,Home,Second,First,2004,Friday,batting first
India,England,Lord's,India,England,Away,Home,First,Second,2004,Sunday,batting first
India,Bangladesh,Chittagong,India,Bangladesh,Away,Home,First,Second,2004,Thursday,batting first
India,Bangladesh,Dhaka,Bangladesh,Bangladesh,Away,Home,Second,First,2004,Sunday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2004,Monday,batting first
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,First,Second,2005,Saturday,batting second
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,First,Second,2005,Wednesday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2005,Tuesday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2005,Monday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2005,Sunday,batting second
India,Pakistan,Peshawar,Pakistan,Pakistan,Away,Home,Second,First,2006,Monday,batting first
India,Pakistan,Rawalpindi,India,Pakistan,Away,Home,Second,First,2006,Saturday,batting second
India,Pakistan,Lahore,India,Pakistan,Away,Home,Second,First,2006,Monday,batting second
India,Pakistan,Multan,India,Pakistan,Away,Home,Second,First,2006,Thursday,batting second
India,Pakistan,Karachi,India,Pakistan,Away,Home,Second,First,2006,Sunday,batting second
India,West Indies,Kingston,India,West Indies,Away,Home,Second,First,2006,Thursday,batting second
India,West Indies,Kingston,West Indies,West Indies,Away,Home,Second,First,2006,Saturday,batting first
India,West Indies,Basseterre,West Indies,West Indies,Away,Home,First,Second,2006,Tuesday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,First,Second,2006,Friday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,Second,First,2006,Sunday,batting first
India,Australia,Kuala Lumpur,Australia,Malaysia,Neutral,Neutral,Second,First,2006,Friday,batting first
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,2006,Wednesday,batting first
India,South Africa,Cape Town,South Africa,South Africa,Away,Home,Second,First,2006,Sunday,batting first
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,Second,First,2006,Wednesday,batting first
India,South Africa,Centurion,South Africa,South Africa,Away,Home,First,Second,2006,Sunday,batting second
India,Bangladesh,Port of Spain,Bangladesh,West Indies,Neutral,Neutral,First,Second,2007,Saturday,batting second
India,Bermuda,Port of Spain,India,West Indies,Neutral,Neutral,First,Second,2007,Monday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2007,Thursday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2007,Saturday,batting first
India,Ireland,Belfast,India,Ireland,Away,Home,Second,First,2007,Saturday,batting second
India,Scotland,Glasgow,India,Scotland,Away,Home,Second,First,2007,Thursday,batting second
India,England,Southampton,England,England,Away,Home,Second,First,2007,Tuesday,batting first
India,England,Bristol,India,England,Away,Home,First,Second,2007,Friday,batting first
India,England,Birmingham,England,England,Away,Home,Second,First,2007,Monday,batting first
India,England,Manchester,England,England,Away,Home,First,Second,2007,Thursday,batting second
India,England,Leeds,India,England,Away,Home,First,Second,2007,Sunday,batting first
India,England,The Oval,India,England,Away,Home,Second,First,2007,Wednesday,batting second
India,England,Lord's,England,England,Away,Home,First,Second,2007,Saturday,batting second
India,Australia,Melbourne,India,Australia,Away,Home,Second,First,2008,Sunday,batting second
India,Australia,Adelaide,Australia,Australia,Away,Home,Second,First,2008,Sunday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,2008,Sunday,batting first
India,Australia,Sydney,India,Australia,Away,Home,Second,First,2008,Sunday,batting second
India,Australia,Brisbane,India,Australia,Away,Home,First,Second,2008,Tuesday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2008,Thursday,batting second
India,Hong Kong,Karachi,India,Pakistan,Neutral,Neutral,First,Second,2008,Wednesday,batting first
India,Pakistan,Karachi,India,Pakistan,Away,Home,Second,First,2008,Thursday,batting second
India,Bangladesh,Karachi,India,Pakistan,Neutral,Neutral,Second,First,2008,Saturday,batting second
India,Pakistan,Karachi,Pakistan,Pakistan,Away,Home,First,Second,2008,Wednesday,batting second
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,First,Second,2008,Monday,batting second
India,Sri Lanka,Dambulla,India,Sri Lanka,Away,Home,Second,First,2008,Wednesday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2008,Sunday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2008,Wednesday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2008,Friday,batting first
India,Sri Lanka,Dambulla,India,Sri Lanka,Away,Home,Second,First,2009,Wednesday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2009,Saturday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2009,Tuesday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2009,Thursday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2009,Sunday,batting first
India,New Zealand,Napier,India,New Zealand,Away,Home,First,Second,2009,Tuesday,batting first
India,New Zealand,Christchurch,India,New Zealand,Away,Home,First,Second,2009,Sunday,batting first
India,New Zealand,Hamilton,India,New Zealand,Away,Home,First,Second,2009,Wednesday,batting first
India,New Zealand,Auckland,New Zealand,New Zealand,Away,Home,First,Second,2009,Saturday,batting second
India,West Indies,Kingston,India,West Indies,Away,Home,First,Second,2009,Friday,batting first
India,West Indies,Kingston,West Indies,West Indies,Away,Home,First,Second,2009,Sunday,batting second
India,West Indies,Gros Islet,India,West Indies,Away,Home,Second,First,2009,Friday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,2009,Saturday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2009,Monday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2010,Thursday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2010,Monday,batting second
India,Zimbabwe,Bulawayo,Zimbabwe,Zimbabwe,Away,Home,First,Second,2010,Friday,batting second
India,Zimbabwe,Harare,Zimbabwe,Zimbabwe,Away,Home,First,Second,2010,Thursday,batting second
India,Bangladesh,Dambulla,India,Sri Lanka,Neutral,Neutral,Second,First,2010,Wednesday,batting second
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,First,Second,2010,Tuesday,batting second
India,Sri Lanka,Dambulla,India,Sri Lanka,Away,Home,First,Second,2010,Thursday,batting first
India,Sri Lanka,Dambulla,India,Sri Lanka,Away,Home,Second,First,2010,Monday,batting second
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,First,Second,2010,Sunday,batting second
India,Sri Lanka,Dambulla,Sri Lanka,Sri Lanka,Away,Home,Second,First,2010,Saturday,batting first
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,2011,Wednesday,batting first
India,South Africa,Johannesburg,India,South Africa,Away,Home,First,Second,2011,Saturday,batting first
India,South Africa,Cape Town,India,South Africa,Away,Home,Second,First,2011,Tuesday,batting second
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,Second,First,2011,Friday,batting first
India,South Africa,Centurion,South Africa,South Africa,Away,Home,Second,First,2011,Sunday,batting first
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2011,Saturday,batting first
India,West Indies,Port of Spain,India,West Indies,Away,Home,Second,First,2011,Monday,batting second
India,West Indies,Port of Spain,India,West Indies,Away,Home,Second,First,2011,Wednesday,batting second
India,West Indies,North Sound,India,West Indies,Away,Home,Second,First,2011,Saturday,batting second
India,West Indies,North Sound,West Indies,West Indies,Away,Home,Second,First,2011,Monday,batting first
India,West Indies,Kingston,West Indies,West Indies,Away,Home,First,Second,2011,Thursday,batting second
India,England,Southampton,England,England,Away,Home,First,Second,2011,Tuesday,batting second
India,England,The Oval,England,England,Away,Home,First,Second,2011,Friday,batting second
India,England,Cardiff,England,England,Away,Home,First,Second,2011,Friday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,Second,First,2012,Sunday,batting first
India,Australia,Adelaide,India,Australia,Away,Home,Second,First,2012,Sunday,batting second
India,Australia,Brisbane,Australia,Australia,Away,Home,Second,First,2012,Sunday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,2012,Sunday,batting first
India,Bangladesh,Dhaka,Bangladesh,Bangladesh,Away,Home,First,Second,2012,Friday,batting second
India,Sri Lanka,Hambantota,India,Sri Lanka,Away,Home,First,Second,2012,Saturday,batting first
India,Sri Lanka,Hambantota,Sri Lanka,Sri Lanka,Away,Home,First,Second,2012,Tuesday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,2012,Saturday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,2012,Tuesday,batting second
India,England,Birmingham,India,England,Away,Home,First,Second,2013,Sunday,batting first
India,West Indies,Kingston,West Indies,West Indies,Away,Home,First,Second,2013,Sunday,batting first
India,West Indies,Port of Spain,India,West Indies,Away,Home,First,Second,2013,Friday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2013,Wednesday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2013,Friday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2013,Sunday,batting second
India,Zimbabwe,Bulawayo,India,Zimbabwe,Away,Home,Second,First,2013,Thursday,batting second
India,Zimbabwe,Bulawayo,India,Zimbabwe,Away,Home,Second,First,2013,Saturday,batting second
India,South Africa,Johannesburg,South Africa,South Africa,Away,Home,Second,First,2013,Thursday,batting first
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,2013,Sunday,batting first
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,Second,First,2014,Sunday,batting first
India,New Zealand,Hamilton,New Zealand,New Zealand,Away,Home,Second,First,2014,Wednesday,batting first
India,New Zealand,Hamilton,New Zealand,New Zealand,Away,Home,First,Second,2014,Tuesday,batting second
India,New Zealand,Wellington,New Zealand,New Zealand,Away,Home,Second,First,2014,Friday,batting first
India,Bangladesh,Fatullah,India,Bangladesh,Away,Home,Second,First,2014,Wednesday,batting second
India,Afghanistan,Dhaka,India,Bangladesh,Neutral,Neutral,Second,First,2014,Wednesday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,Second,First,2014,Sunday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2014,Tuesday,batting first
India,England,Cardiff,India,England,Away,Home,First,Second,2014,Wednesday,batting first
India,England,Nottingham,India,England,Away,Home,Second,First,2014,Saturday,batting second
India,England,Birmingham,India,England,Away,Home,Second,First,2014,Tuesday,batting second
India,England,Leeds,England,England,Away,Home,Second,First,2014,Friday,batting first
India,Australia,Melbourne,Australia,Australia,Away,Home,First,Second,2015,Sunday,batting second
India,England,Brisbane,England,Australia,Neutral,Neutral,First,Second,2015,Tuesday,batting second
India,England,Perth,England,Australia,Neutral,Neutral,First,Second,2015,Friday,batting second
India,Bangladesh,Melbourne,India,Australia,Neutral,Neutral,First,Second,2015,Thursday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,2015,Thursday,batting first
India,Bangladesh,Dhaka,Bangladesh,Bangladesh,Away,Home,Second,First,2015,Thursday,batting first
India,Bangladesh,Dhaka,Bangladesh,Bangladesh,Away,Home,First,Second,2015,Sunday,batting second
India,Bangladesh,Dhaka,India,Bangladesh,Away,Home,First,Second,2015,Wednesday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2015,Friday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2015,Sunday,batting first
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,2015,Tuesday,batting first
India,Australia,Perth,Australia,Australia,Away,Home,First,Second,2016,Tuesday,batting second
India,Australia,Brisbane,Australia,Australia,Away,Home,First,Second,2016,Friday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,First,Second,2016,Sunday,batting second
India,Australia,Canberra,Australia,Australia,Away,Home,Second,First,2016,Wednesday,batting first
India,Australia,Sydney,India,Australia,Away,Home,Second,First,2016,Saturday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2016,Saturday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2016,Monday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,Second,First,2016,Wednesday,batting second
India,Bangladesh,Birmingham,India,England,Neutral,Neutral,Second,First,2017,Thursday,batting second
India,West Indies,Port of Spain,India,West Indies,Away,Home,First,Second,2017,Sunday,batting first
India,West Indies,North Sound,India,West Indies,Away,Home,First,Second,2017,Friday,batting first
India,West Indies,North Sound,West Indies,West Indies,Away,Home,Second,First,2017,Sunday,batting first
India,West Indies,Kingston,India,West Indies,Away,Home,Second,First,2017,Thursday,batting second
India,Sri Lanka,Dambulla,India,Sri Lanka,Away,Home,Second,First,2017,Sunday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,2017,Thursday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,2017,Sunday,batting second
